"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"publisher","0.18181818181818182","publisher-{recommendation_129719+recommendation_14206+recommendation_170106+recommendation_241241+recommendation_411+recommendation_52327+recommendation_72939+recommendation_79158+recommendation_87345+recommendation_878+recommendation_89347}","recommendation_129719+recommendation_14206+recommendation_170106+recommendation_241241+recommendation_411+recommendation_52327+recommendation_72939+recommendation_79158+recommendation_87345+recommendation_878+recommendation_89347","{Distribooks Inc|Wilhelm Heyne Verlag|Random House Audio Publishing Group|Random House Audio Publishing Group|Dell Publishing Company|William Heinemann Ltd(england|Delacorte Press|Hoffmann &amp; Campe|Bantam Books|Del Sol Press|Editorial Grijalbo, S.A. de C.V.}","Random House Audio Publishing Group",,
"title","1.0","title-{goodreads_15497+goodreads_26091+goodreads_41440+recommendation_13194+recommendation_18479}","goodreads_15497+goodreads_26091+goodreads_41440+recommendation_13194+recommendation_18479","{Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice|Pride and Prejudice}","Pride and Prejudice",,
"publisher","0.0","publisher-{kindle_9745+recommendation_101193+recommendation_147065+recommendation_174569+recommendation_190777+recommendation_21236+recommendation_221565+recommendation_245414+recommendation_26927+recommendation_72718}","kindle_9745+recommendation_101193+recommendation_147065+recommendation_174569+recommendation_190777+recommendation_21236+recommendation_221565+recommendation_245414+recommendation_26927+recommendation_72718","{Public Domain Books|Barnes Noble Books|Penguin Putnam~mass|DH Audio|Sagebrush Bound|Signet Book|Penguin Books Ltd|Signet|Tor Books|Silver Burdett Press}","Silver Burdett Press",,
"title","1.0","title-{goodreads_2579+goodreads_38014+recommendation_10076}","goodreads_2579+goodreads_38014+recommendation_10076","{Men at Arms|Men at Arms|Men at Arms}","Men at Arms",,
"publisher","0.0","publisher-{recommendation_142522+recommendation_44875+recommendation_73187}","recommendation_142522+recommendation_44875+recommendation_73187","{Bantam Doubleday Dell|Bantam Books|Bantam}","Bantam Doubleday Dell",,
"title","1.0","title-{goodreads_31444+recommendation_11997+recommendation_15160+recommendation_206689}","goodreads_31444+recommendation_11997+recommendation_15160+recommendation_206689","{It's Always Something|It's Always Something|It's Always Something|It's Always Something}","It's Always Something",,
"title","1.0","title-{goodreads_29938+kindle_4296+recommendation_156595+recommendation_19087+recommendation_20834}","goodreads_29938+kindle_4296+recommendation_156595+recommendation_19087+recommendation_20834","{Eyes of a Child|Eyes of a Child|Eyes of a Child|Eyes of a Child|Eyes of a Child}","Eyes of a Child",,
"authors","0.7142857142857143","authors-{goodreads_13654+recommendation_181137+recommendation_22627+recommendation_28771+recommendation_32756+recommendation_42310+recommendation_84939}","goodreads_13654+recommendation_181137+recommendation_22627+recommendation_28771+recommendation_32756+recommendation_42310+recommendation_84939","{[de.unimannheim.wdi.model.Author@7335a5f9]|[de.unimannheim.wdi.model.Author@7172b5d9]|[de.unimannheim.wdi.model.Author@a667089b]|[de.unimannheim.wdi.model.Author@7172b5d9]|[de.unimannheim.wdi.model.Author@7172b5d9]|[de.unimannheim.wdi.model.Author@7172b5d9]|[de.unimannheim.wdi.model.Author@7172b5d9]}","[de.unimannheim.wdi.model.Author@7172b5d9, de.unimannheim.wdi.model.Author@7335a5f9, de.unimannheim.wdi.model.Author@a667089b]",,
"publisher","1.0","publisher-{recommendation_71030}","recommendation_71030","{Sound Ideas}","Sound Ideas",,
"authors","1.0","authors-{goodreads_7073+recommendation_295+recommendation_78951}","goodreads_7073+recommendation_295+recommendation_78951","{[de.unimannheim.wdi.model.Author@90cbc5bf]|[de.unimannheim.wdi.model.Author@90cbc5bf]|[de.unimannheim.wdi.model.Author@90cbc5bf]}","[de.unimannheim.wdi.model.Author@90cbc5bf]",,
"publisher","0.0","publisher-{recommendation_111602+recommendation_17271}","recommendation_111602+recommendation_17271","{Highbridge Audio|Warner Books}","Highbridge Audio",,
"authors","1.0","authors-{goodreads_51656+recommendation_114984+recommendation_180425}","goodreads_51656+recommendation_114984+recommendation_180425","{[de.unimannheim.wdi.model.Author@67c821c9]|[de.unimannheim.wdi.model.Author@67c821c9]|[de.unimannheim.wdi.model.Author@67c821c9]}","[de.unimannheim.wdi.model.Author@67c821c9]",,
"publisher","0.6666666666666666","publisher-{recommendation_217770+recommendation_229202+recommendation_98546}","recommendation_217770+recommendation_229202+recommendation_98546","{Random House Uk Ltd|Signet Book|Signet Book}","Random House Uk Ltd",,
"authors","0.6666666666666666","authors-{goodreads_26708+kindle_30511+recommendation_198697}","goodreads_26708+kindle_30511+recommendation_198697","{[de.unimannheim.wdi.model.Author@f0ec383c]|[de.unimannheim.wdi.model.Author@f0ec383c]|[de.unimannheim.wdi.model.Author@c64ed81c]}","[de.unimannheim.wdi.model.Author@f0ec383c, de.unimannheim.wdi.model.Author@c64ed81c]",,
"publisher","1.0","publisher-{recommendation_20083+recommendation_241910}","recommendation_20083+recommendation_241910","{Bantam Books|Bantam Books}","Bantam Books",,
"publisher","0.0","publisher-{recommendation_106706+recommendation_146172+recommendation_7093+recommendation_97488}","recommendation_106706+recommendation_146172+recommendation_7093+recommendation_97488","{Barnes &amp; Noble|Tor Books|Signet Book|Puffin Books}","Barnes &amp; Noble",,
"title","1.0","title-{goodreads_22618+recommendation_221348+recommendation_722+recommendation_80929}","goodreads_22618+recommendation_221348+recommendation_722+recommendation_80929","{The Book of Lights|The Book of Lights|The Book of Lights|The Book of Lights}","The Book of Lights",,
"authors","1.0","authors-{goodreads_53470+recommendation_119539}","goodreads_53470+recommendation_119539","{[de.unimannheim.wdi.model.Author@5c6f6fef]|[de.unimannheim.wdi.model.Author@5c6f6fef]}","[de.unimannheim.wdi.model.Author@5c6f6fef]",,
"authors","0.6666666666666666","authors-{goodreads_43713+recommendation_244474+recommendation_89399}","goodreads_43713+recommendation_244474+recommendation_89399","{[de.unimannheim.wdi.model.Author@31b0f677]|[de.unimannheim.wdi.model.Author@40a9fc25]|[de.unimannheim.wdi.model.Author@40a9fc25]}","[de.unimannheim.wdi.model.Author@31b0f677, de.unimannheim.wdi.model.Author@40a9fc25]",,
"publisher","0.0","publisher-{recommendation_176859+recommendation_211194}","recommendation_176859+recommendation_211194","{Penguin USA|Random House Inc}","Random House Inc",,
"authors","0.6666666666666666","authors-{goodreads_31665+recommendation_134469+recommendation_139519}","goodreads_31665+recommendation_134469+recommendation_139519","{[de.unimannheim.wdi.model.Author@86b2eca]|[de.unimannheim.wdi.model.Author@427ef34a]|[de.unimannheim.wdi.model.Author@427ef34a]}","[de.unimannheim.wdi.model.Author@86b2eca, de.unimannheim.wdi.model.Author@427ef34a]",,
"authors","0.6666666666666666","authors-{goodreads_45895+recommendation_27395+recommendation_5586}","goodreads_45895+recommendation_27395+recommendation_5586","{[de.unimannheim.wdi.model.Author@b6ee36fb]|[de.unimannheim.wdi.model.Author@256c96fb]|[de.unimannheim.wdi.model.Author@b6ee36fb]}","[de.unimannheim.wdi.model.Author@b6ee36fb, de.unimannheim.wdi.model.Author@256c96fb]",,
"publisher","0.125","publisher-{recommendation_102309+recommendation_118461+recommendation_119595+recommendation_12468+recommendation_136783+recommendation_144178+recommendation_149768+recommendation_206786+recommendation_240581+recommendation_256454+recommendation_52838+recommendation_53189+recommendation_7611+recommendation_82101+recommendation_91625+recommendation_97902}","recommendation_102309+recommendation_118461+recommendation_119595+recommendation_12468+recommendation_136783+recommendation_144178+recommendation_149768+recommendation_206786+recommendation_240581+recommendation_256454+recommendation_52838+recommendation_53189+recommendation_7611+recommendation_82101+recommendation_91625+recommendation_97902","{Signet Book|Amsco School Pubns Inc|Bantam|Penguin USA (Paper)|Gage Publishing Ltd|Broadview Press|Signet Book|Bantam|Brilliance Audio|Airmont Pub Co|Signet Classics|Penguin Putnam~trade|Aladdin|Barnes Noble|Tor Books|Penguin Books Ltd}","Amsco School Pubns Inc",,
"publisher","1.0","publisher-{recommendation_649+recommendation_74723}","recommendation_649+recommendation_74723","{Bantam|Bantam}","Bantam",,
"authors","1.0","authors-{goodreads_3491+kindle_32757+recommendation_29943}","goodreads_3491+kindle_32757+recommendation_29943","{[de.unimannheim.wdi.model.Author@3fef4cdc]|[de.unimannheim.wdi.model.Author@3fef4cdc]|[de.unimannheim.wdi.model.Author@3fef4cdc]}","[de.unimannheim.wdi.model.Author@3fef4cdc]",,
"publisher","1.0","publisher-{recommendation_10892}","recommendation_10892","{Avon}","Avon",,
"title","1.0","title-{goodreads_31600+recommendation_127137+recommendation_156280+recommendation_76020}","goodreads_31600+recommendation_127137+recommendation_156280+recommendation_76020","{Blue Belle|Blue Belle|Blue Belle|Blue Belle}","Blue Belle",,
"authors","0.9565217391304348","authors-{goodreads_23733+goodreads_26230+goodreads_33499+goodreads_34456+goodreads_45802+goodreads_53269+goodreads_822+kindle_24996+kindle_25140+recommendation_106599+recommendation_11569+recommendation_133242+recommendation_14260+recommendation_1496+recommendation_166374+recommendation_166504+recommendation_174621+recommendation_212049+recommendation_261331+recommendation_45948+recommendation_53504+recommendation_8764+recommendation_90457}","goodreads_23733+goodreads_26230+goodreads_33499+goodreads_34456+goodreads_45802+goodreads_53269+goodreads_822+kindle_24996+kindle_25140+recommendation_106599+recommendation_11569+recommendation_133242+recommendation_14260+recommendation_1496+recommendation_166374+recommendation_166504+recommendation_174621+recommendation_212049+recommendation_261331+recommendation_45948+recommendation_53504+recommendation_8764+recommendation_90457","{[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@4dd3844f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]|[de.unimannheim.wdi.model.Author@5d871c4f]}","[de.unimannheim.wdi.model.Author@5d871c4f, de.unimannheim.wdi.model.Author@4dd3844f]",,
"publisher","0.0","publisher-{recommendation_13654+recommendation_78015+recommendation_9625}","recommendation_13654+recommendation_78015+recommendation_9625","{Warner Books|William Morrow &amp; Company|Warner Books> C/o Little Br}","William Morrow &amp; Company",,
"publisher","0.0","publisher-{kindle_24875+kindle_9723+recommendation_103918+recommendation_245675+recommendation_259510+recommendation_268124+recommendation_45138+recommendation_63208}","kindle_24875+kindle_9723+recommendation_103918+recommendation_245675+recommendation_259510+recommendation_268124+recommendation_45138+recommendation_63208","{Waxkeep Publishing|KMW Publishing|Nelson Thornes|JNMedia|Scholastic|Dorset Pr|Barnes &amp; Noble|Tor Books}","Waxkeep Publishing",,
"title","1.0","title-{goodreads_31517+recommendation_38772+recommendation_54882}","goodreads_31517+recommendation_38772+recommendation_54882","{Villa Incognito|Villa Incognito|Villa Incognito}","Villa Incognito",,
"authors","1.0","authors-{goodreads_5763+recommendation_179037+recommendation_3727+recommendation_78082}","goodreads_5763+recommendation_179037+recommendation_3727+recommendation_78082","{[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]|[de.unimannheim.wdi.model.Author@13a6dfd8]}","[de.unimannheim.wdi.model.Author@13a6dfd8]",,
"publisher","1.0","publisher-{recommendation_11629+recommendation_42330}","recommendation_11629+recommendation_42330","{Berkley Publishing Group|Berkley Publishing Group}","Berkley Publishing Group",,
"publisher","1.0","publisher-{recommendation_86926}","recommendation_86926","{Airmont Pub Co}","Airmont Pub Co",,
"publisher","0.0","publisher-{recommendation_109874+recommendation_14202+recommendation_243963+recommendation_250751}","recommendation_109874+recommendation_14202+recommendation_243963+recommendation_250751","{Pan Macmillan|St. Martin's Paperbacks|Audio Renaissance|St. Martin's Press}","St. Martin's Paperbacks",,
"publisher","0.75","publisher-{kindle_14624+recommendation_101854+recommendation_225065+recommendation_90557}","kindle_14624+recommendation_101854+recommendation_225065+recommendation_90557","{Ace; 1st edition|Ace Books|Ace Books|Ace Books}","Ace; 1st edition",,
"authors","1.0","authors-{goodreads_39757+recommendation_63655}","goodreads_39757+recommendation_63655","{[de.unimannheim.wdi.model.Author@dc38fff8]|[de.unimannheim.wdi.model.Author@dc38fff8]}","[de.unimannheim.wdi.model.Author@dc38fff8]",,
"title","1.0","title-{goodreads_22569+goodreads_40283+recommendation_219138}","goodreads_22569+goodreads_40283+recommendation_219138","{The Riverside Chaucer|The Riverside Chaucer|The Riverside Chaucer}","The Riverside Chaucer",,
"title","1.0","title-{goodreads_1083+goodreads_41961+goodreads_45277+goodreads_9697+recommendation_2017+recommendation_51612+recommendation_62502}","goodreads_1083+goodreads_41961+goodreads_45277+goodreads_9697+recommendation_2017+recommendation_51612+recommendation_62502","{Alias Grace|Alias Grace|Alias Grace|Alias Grace|Alias Grace|Alias Grace|Alias Grace}","Alias Grace",,
"publisher","0.4","publisher-{recommendation_18288+recommendation_19027+recommendation_55995+recommendation_63403+recommendation_86484}","recommendation_18288+recommendation_19027+recommendation_55995+recommendation_63403+recommendation_86484","{New Directions Publishing Corporation|New Directions Publishing Corporation|MJF Books|LGF|Plaza &amp; Janes Editores, S.A.}","New Directions Publishing Corporation",,
"title","1.0","title-{goodreads_10824+goodreads_149+goodreads_26577+goodreads_28377+recommendation_126272+recommendation_38798+recommendation_41722+recommendation_53187+recommendation_82414}","goodreads_10824+goodreads_149+goodreads_26577+goodreads_28377+recommendation_126272+recommendation_38798+recommendation_41722+recommendation_53187+recommendation_82414","{The Count of Monte Cristo|The Count of Monte Cristo|The Count of Monte Cristo|The Count of Monte Cristo|The Count of Monte Cristo|The Count of Monte Cristo|The Count of Monte Cristo|The Count of Monte Cristo|The Count of Monte Cristo}","The Count of Monte Cristo",,
"publisher","1.0","publisher-{recommendation_101854+recommendation_90557}","recommendation_101854+recommendation_90557","{Ace Books|Ace Books}","Ace Books",,
"authors","0.9166666666666666","authors-{goodreads_10101+goodreads_37187+goodreads_38619+goodreads_41375+goodreads_536+kindle_22041+kindle_9749+recommendation_140410+recommendation_181437+recommendation_30236+recommendation_61604+recommendation_87466}","goodreads_10101+goodreads_37187+goodreads_38619+goodreads_41375+goodreads_536+kindle_22041+kindle_9749+recommendation_140410+recommendation_181437+recommendation_30236+recommendation_61604+recommendation_87466","{[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@fb5753c9]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]|[de.unimannheim.wdi.model.Author@f9cdc0b1]}","[de.unimannheim.wdi.model.Author@f9cdc0b1, de.unimannheim.wdi.model.Author@fb5753c9]",,
