"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookAuthorComparatorLevenshtein record1Value","[1] BookAuthorComparatorLevenshtein record2Value","[1] BookAuthorComparatorLevenshtein record1PreprocessedValue","[1] BookAuthorComparatorLevenshtein record2PreprocessedValue","[1] BookAuthorComparatorLevenshtein similarity","[1] BookAuthorComparatorLevenshtein postproccesedSimilarity"
"LinearCombinationMatchingRule","recommendation_7044","goodreads_38311","1.0",,"creed","creed","creed","creed","1.0","1.0","James Herbert","James Herbert","James Herbert","James Herbert","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_32040","goodreads_26961","1.0",,"hold the dream","hold the dream","hold the dream","hold the dream","1.0","1.0","Barbara Taylor Bradford","Barbara Taylor Bradford","Barbara Taylor Bradford","Barbara Taylor Bradford","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_137320","goodreads_8542","1.0",,"ecce homo","ecce homo","ecce homo","ecce homo","1.0","1.0","Friedrich Wilhelm Nietzsche","Friedrich Nietzsche","Friedrich Wilhelm Nietzsche","Friedrich Nietzsche","0.7037037037037037","1.0"
"LinearCombinationMatchingRule","recommendation_191387","goodreads_15747","1.0",,"snow white and the seven dwarfs","snow white and the seven dwarfs","snow white and the seven dwarfs","snow white and the seven dwarfs","1.0","1.0","Walt Disney","Walt Disney Company","Walt Disney","Walt Disney Company","0.5789473684210527","1.0"
"LinearCombinationMatchingRule","recommendation_108615","goodreads_1497","0.5",,"dance with the devil","dance with the devil","dance with the devil","dance with the devil","1.0","1.0","Kirk Douglas","Sherrilyn Kenyon","Kirk Douglas","Sherrilyn Kenyon","0.0625","0.0"
"LinearCombinationMatchingRule","recommendation_191177","goodreads_33915","0.5",,"popcorn","popcorn","popcorn","popcorn","1.0","1.0","Lawrence David Kusche","Ben Elton","Lawrence David Kusche","Ben Elton","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_232584","goodreads_8094","1.0",,"midnight","midnight","midnight","midnight","1.0","1.0","Dean R. Koontz","Dean Koontz","Dean R. Koontz","Dean Koontz","0.7857142857142857","1.0"
"LinearCombinationMatchingRule","recommendation_31735","goodreads_24061","0.5",,"beyond recall","beyond recall","beyond recall","beyond recall","1.0","1.0","Stephen Kyle","Robert Goddard","Stephen Kyle","Robert Goddard","0.0714285714285714","0.0"
"LinearCombinationMatchingRule","recommendation_18467","goodreads_48316","1.0",,"night shift","night shift","night shift","night shift","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_123956","goodreads_10207","0.5",,"inferno","inferno","inferno","inferno","1.0","1.0","Larry Niven","Dan Brown","Larry Niven","Dan Brown","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","recommendation_190372","goodreads_35913","0.5",,"destiny","destiny","destiny","destiny","1.0","1.0","Sally Beauman","Gillian Shields","Sally Beauman","Gillian Shields","0.19999999999999996","0.0"
"LinearCombinationMatchingRule","recommendation_194890","goodreads_1120","1.0",,"anne of the island","anne of the island","anne of the island","anne of the island","1.0","1.0","Ian Montgomery","L.M. Montgomery","Ian Montgomery","L.M. Montgomery","0.7333333333333334","1.0"
"LinearCombinationMatchingRule","recommendation_122014","goodreads_41200","1.0",,"nova","nova","nova","nova","1.0","1.0","Samuel R. Delany","Delia Delaney","Samuel R. Delany","Delia Delaney","0.5","1.0"
"LinearCombinationMatchingRule","recommendation_2433","goodreads_52132","1.0",,"haunted yorkshire","haunted yorkshire","haunted yorkshire","haunted yorkshire","1.0","1.0","W.R. Mitchell","W.R. Mitchell","W.R. Mitchell","W.R. Mitchell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_244960","goodreads_1420","0.5","0","new moon","new moon","new moon","new moon","1.0","1.0","William Relling Jr","Stephenie Meyer","William Relling Jr","Stephenie Meyer","0.11111111111111116","0.0"
"LinearCombinationMatchingRule","recommendation_109475","goodreads_43953","1.0",,"tess of the d'urbervilles","tess of the d'urbervilles","tess of the d'urbervilles","tess of the d'urbervilles","1.0","1.0","Thomas Hardy","Thomas Hardy","Thomas Hardy","Thomas Hardy","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_49832","goodreads_1448","1.0",,"abhorsen","abhorsen","abhorsen","abhorsen","1.0","1.0","Garth Nix","Garth Nix","Garth Nix","Garth Nix","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_40008","goodreads_13068","0.5",,"the alchemist","the alchemist","the alchemist","the alchemist","1.0","1.0","Ken Goddard","Paulo Coelho","Ken Goddard","Paulo Coelho","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_103945","goodreads_44772","0.5",,"aftershock","aftershock","aftershock","aftershock","1.0","1.0","Peter Corris","Mark Walden","Peter Corris","Mark Walden","0.08333333333333337","0.0"
"LinearCombinationMatchingRule","recommendation_196251","goodreads_830","1.0",,"macbeth","macbeth","macbeth","macbeth","1.0","1.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_238146","goodreads_11926","1.0",,"the young lions","the young lions","the young lions","the young lions","1.0","1.0","Irwin Shaw","Irwin Shaw","Irwin Shaw","Irwin Shaw","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_127229","goodreads_19946","1.0",,"his immortal embrace","his immortal embrace","his immortal embrace","his immortal embrace","1.0","1.0","Hannah Howell","Hannah Howell","Hannah Howell","Hannah Howell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_29640","goodreads_29656","1.0",,"flowers for algernon","flowers for algernon","flowers for algernon","flowers for algernon","1.0","1.0","Daniel Keyes","Daniel Keyes","Daniel Keyes","Daniel Keyes","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_157978","goodreads_44952","0.5",,"walking dead","walking dead","walking dead","walking dead","1.0","1.0","Peter Dickinson","C.E. Murphy","Peter Dickinson","C.E. Murphy","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_190970","goodreads_8586","1.0",,"fatal vision","fatal vision","fatal vision","fatal vision","1.0","1.0","Joe McGinniss","Joe McGinniss","Joe McGinniss","Joe McGinniss","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_3804","goodreads_1457","1.0",,"christine","christine","christine","christine","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_212234","goodreads_31035","0.5",,"easy","easy","easy","easy","1.0","1.0","Emma Gold","Tammara Webber","Emma Gold","Tammara Webber","0.2857142857142857","0.0"
"LinearCombinationMatchingRule","recommendation_53135","goodreads_47413","0.5",,"dark secret","dark secret","dark secret","dark secret","1.0","1.0","Elizabeth Atkins Bowman","Christine Feehan","Elizabeth Atkins Bowman","Christine Feehan","0.26086956521739135","0.0"
"LinearCombinationMatchingRule","recommendation_185003","goodreads_28516","1.0",,"jurassic park","jurassic park","jurassic park","jurassic park","1.0","1.0","Michael Crichton","Michael Crichton","Michael Crichton","Michael Crichton","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_27985","goodreads_13701","0.5",,"falling angels","falling angels","falling angels","falling angels","1.0","1.0","Barbara Gowdy","Tracy Chevalier","Barbara Gowdy","Tracy Chevalier","0.06666666666666665","0.0"
"LinearCombinationMatchingRule","recommendation_32640","goodreads_48367","1.0",,"the covenant of the flame","the covenant of the flame","the covenant of the flame","the covenant of the flame","1.0","1.0","David Morrell","David Morrell","David Morrell","David Morrell","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_18031","goodreads_30614","0.5",,"tiger prince","tiger prince","tiger prince","tiger prince","1.0","1.0","Sandra Brown","Erin St. Claire","Sandra Brown","Erin St. Claire","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_255995","goodreads_38290","0.5",,"claws","claws","claws","claws","1.0","1.0","Will Weaver","Ricky Sides","Will Weaver","Ricky Sides","0.18181818181818177","0.0"
"LinearCombinationMatchingRule","recommendation_87623","goodreads_31403","1.0",,"king lear","king lear","king lear","king lear","1.0","1.0","William Shakespeare","William Shakespeare","William Shakespeare","William Shakespeare","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_58175","goodreads_39807","1.0",,"the hobbit","the hobbit","the hobbit","the hobbit","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0"
"LinearCombinationMatchingRule","recommendation_141735","goodreads_30776","1.0",,"the engineer of human souls","the engineer of human souls","the engineer of human souls","the engineer of human souls","1.0","1.0","Josef Skvorecky","Josef Škvorecký","Josef Skvorecky","Josef Škvorecký","0.8666666666666667","1.0"
"LinearCombinationMatchingRule","recommendation_6147","goodreads_13724","1.0",,"the postman","the postman","the postman","the postman","1.0","1.0","Antonio Skarmeta","Antonio Skármeta","Antonio Skarmeta","Antonio Skármeta","0.9375","1.0"
"LinearCombinationMatchingRule","recommendation_20908","goodreads_52713","1.0",,"the last convertible","the last convertible","the last convertible","the last convertible","1.0","1.0","Anton Myrer","Anton Myrer","Anton Myrer","Anton Myrer","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_116078","goodreads_8857","1.0",,"the shining","the shining","the shining","the shining","1.0","1.0","Stephen King","Stephen King","Stephen King","Stephen King","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_48480","goodreads_28565","1.0","1","king leopold's ghost","king leopold's ghost","king leopold's ghost","king leopold's ghost","1.0","1.0","Adam Hochschild","Adam Hochschild","Adam Hochschild","Adam Hochschild","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_33392","goodreads_21853","1.0",,"lord of the flies","lord of the flies","lord of the flies","lord of the flies","1.0","1.0","William Golding","William Golding","William Golding","William Golding","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_58739","goodreads_12359","0.5",,"waves","waves","waves","waves","1.0","1.0","Dao Bei","Sharon Dogar","Dao Bei","Sharon Dogar","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_181137","goodreads_13654","1.0",,"out on a limb","out on a limb","out on a limb","out on a limb","1.0","1.0","Shirley MacLaine","Shirley Maclaine","Shirley MacLaine","Shirley Maclaine","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_257804","goodreads_44055","0.5",,"surrender in moonlight","surrender in moonlight","surrender in moonlight","surrender in moonlight","1.0","1.0","Jennifer Blake","Stella Price","Jennifer Blake","Stella Price","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_33815","goodreads_29585","1.0",,"we","we","we","we","1.0","1.0","Yevgeny Zamyatin","Yevgeny Zamyatin","Yevgeny Zamyatin","Yevgeny Zamyatin","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_48969","goodreads_8477","0.5",,"slow burn","slow burn","slow burn","slow burn","1.0","1.0","victor Kelleher","Autumn Jones Lake","victor Kelleher","Autumn Jones Lake","0.17647058823529416","0.0"
"LinearCombinationMatchingRule","recommendation_127964","goodreads_16466","0.5",,"sweet release","sweet release","sweet release","sweet release","1.0","1.0","Pamela Clare","Carrie Pulkinen","Pamela Clare","Carrie Pulkinen","0.2666666666666667","0.0"
"LinearCombinationMatchingRule","recommendation_10437","goodreads_11281","1.0",,"granny dan","granny dan","granny dan","granny dan","1.0","1.0","DANIELLE STEEL","Danielle Steel","DANIELLE STEEL","Danielle Steel","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_120355","goodreads_13727","0.5",,"all is well","all is well","all is well","all is well","1.0","1.0","Frank Peretti","Gerald N. Lund","Frank Peretti","Gerald N. Lund","0.2142857142857143","0.0"
"LinearCombinationMatchingRule","recommendation_37015","goodreads_409","1.0",,"the lord of the rings","the lord of the rings","the lord of the rings","the lord of the rings","1.0","1.0","J. R. R. Tolkien","J.R.R. Tolkien","J. R. R. Tolkien","J.R.R. Tolkien","0.875","1.0"
"LinearCombinationMatchingRule","recommendation_173484","goodreads_29759","1.0",,"starship troopers","starship troopers","starship troopers","starship troopers","1.0","1.0","Robert Heinlein","Robert A. Heinlein","Robert Heinlein","Robert A. Heinlein","0.8333333333333334","1.0"
"LinearCombinationMatchingRule","recommendation_116039","goodreads_2588","0.5",,"haunted","haunted","haunted","haunted","1.0","1.0","Tamara Thorne","Meg Cabot","Tamara Thorne","Meg Cabot","0.15384615384615385","0.0"
"LinearCombinationMatchingRule","recommendation_26082","goodreads_10747","0.5",,"the gift","the gift","the gift","the gift","1.0","1.0","Danielle Steel","Vladimir Nabokov","Danielle Steel","Vladimir Nabokov","0.125","0.0"
"LinearCombinationMatchingRule","recommendation_5840","goodreads_22659","0.5",,"haunted","haunted","haunted","haunted","1.0","1.0","Heather Graham","Tamara Thorne","Heather Graham","Tamara Thorne","0.1428571428571429","0.0"
"LinearCombinationMatchingRule","recommendation_22871","goodreads_51811","1.0",,"the clocks","the clocks","the clocks","the clocks","1.0","1.0","Agatha Christie","Agatha Christie","Agatha Christie","Agatha Christie","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_203062","goodreads_54048","0.5","0","isle of the dead","isle of the dead","isle of the dead","isle of the dead","1.0","1.0","Julia Gray","Roger Zelazny","Julia Gray","Roger Zelazny","0.23076923076923073","0.0"
"LinearCombinationMatchingRule","recommendation_5178","goodreads_26062","1.0",,"palomar","palomar","palomar","palomar","1.0","1.0","Italo Calvino","Italo Calvino","Italo Calvino","Italo Calvino","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_63013","goodreads_5387","0.5",,"the prince","the prince","the prince","the prince","1.0","1.0","Niccolo Machiavelli","Tiffany Reisz","Niccolo Machiavelli","Tiffany Reisz","0.1578947368421053","0.0"
"LinearCombinationMatchingRule","recommendation_5374","goodreads_472","1.0",,"to the lighthouse","to the lighthouse","to the lighthouse","to the lighthouse","1.0","1.0","Virginia Woolf","Virginia Woolf","Virginia Woolf","Virginia Woolf","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_256969","goodreads_11996","0.5",,"now you see me","now you see me","now you see me","now you see me","1.0","1.0","No Author","No Author","No Author","No Author","0.0","0.0"
"LinearCombinationMatchingRule","recommendation_137069","goodreads_39517","0.5",,"the haunted house","the haunted house","the haunted house","the haunted house","1.0","1.0","Dorothy Rose","Charles Dickens","Dorothy Rose","Charles Dickens","0.1333333333333333","0.0"
"LinearCombinationMatchingRule","recommendation_257827","goodreads_43481","0.5",,"wide awake","wide awake","wide awake","wide awake","1.0","1.0","Shyamalan M. Knight","Shelly Crane","Shyamalan M. Knight","Shelly Crane","0.26315789473684215","0.0"
"LinearCombinationMatchingRule","recommendation_106706","goodreads_60","1.0",,"frankenstein","frankenstein","frankenstein","frankenstein","1.0","1.0","Mary Wollstonecraft Shelley","Mary Wollstonecraft Shelley","Mary Wollstonecraft Shelley","Mary Wollstonecraft Shelley","1.0","1.0"
"LinearCombinationMatchingRule","recommendation_208663","goodreads_8494","0.5",,"trust","trust","trust","trust","1.0","1.0","Judy Pelikan","Molly Evangeline","Judy Pelikan","Molly Evangeline","0.25","0.0"
"LinearCombinationMatchingRule","recommendation_86926","goodreads_48336","1.0",,"pride and prejudice","pride and prejudice","pride and prejudice","pride and prejudice","1.0","1.0","Jane Austen","Jane Austen","Jane Austen","Jane Austen","1.0","1.0"
